OBJECTID,METALLOGEN,LOCALITY,STATE,TOPOSHEET,MINERAL_OR,RESERVE,GRADE,HOSTROCK,MORPHOGENE,FORMATION
354,RORO-JOJOHATU BELT,"RORO,JOJOHATU",JHARKHAND,73,Cr,"i)34,747 t ii)88,536 t",i)39%-48%Cr203 ii)45%-52% Cr203,ULTRAMAFIC SUIT,MAGMATIC SEGREGATION,IRON ORE GROUP
114,BONAI-NOAMUNDI-JAMDA PROVINCE,ITAR-BALIJODI,ORISSA,73,Fe(Hematite),3.0 M.TONNES (TOTAL),58%-61% Fe,"BHQ,SHALE INTERLAYERED WITH LAVA FLOWS",BEDDED-VOLCANOSEDIMENTARY,IRON ORE Sgp.(BONAI)
118,BONAI-NOAMUNDI-JAMDA PROVINCE,MERALGORA,JHARKHAND,73,Fe(Hematite),1.50 M.TONNES,61%-64% Fe,"BHQ,SHALE,BHQ",BEDDED-VOLCANOSEDIMENTARY,IRON ORE Sgp.(BONAI)
117,BONAI-NOAMUNDI-JAMDA PROVINCE,KUMITRA,JHARKHAND,73,Fe(Hematite),0.50 M.TONNES,59%-61% Fe,"BHQ,SHALE INTERLAYERED WITH LAVA FLOWS",BEDDED-VOLCANOSEDIMENTARY,IRON ORE Sgp.(BONAI)
120,BONAI-NOAMUNDI-JAMDA PROVINCE,THAKURANI,ORISSA,73,Fe(Hematite),24/9 M.TONNES(TOTAL),60%-64% Fe,"BHQ,SHALE INTERLAYERED WITH LAVA FLOWS",BEDDED-VOLCANOSEDIMENTARY,IRON ORE Sgp.(BONAI)
119,BONAI-NOAMUNDI-JAMDA PROVINCE,NOAMUNDI,ORISSA,73,Fe(Hematite),201.6 M.TONNES,58%-67% Fe,"BHQ,SHALE INTERLAYERED WITH LAVA FLOWS",BEDDED-VOLCANOSEDIMENTARY,IRON ORE Sgp.(BONAI)
115,BONAI-NOAMUNDI-JAMDA PROVINCE,JODA,ORISSA,73,Fe(Hematite),197.53 M.TONNES,63%-69% Fe,"BHJ,SHALE",BEDDED-VOLCANOSEDIMENTARY,BONAI Gp.
113,BONAI-NOAMUNDI-JAMDA PROVINCE,GHATKURI,ORISSA,73,Fe(Hematite),12.50 M.TONNES,59%-61 %Fe,"BHQ,SHALE INTERLAYERED WITH LAVA",BEDDED-VOLCANOSEDIMENTARY,BONAI Gp.
116,BONAI-NOAMUNDI-JAMDA PROVINCE,KANTORIA,JHARKHAND,73,Fe(Hematite),1.70 M.TONNES,58%-63% Fe,"BHQ,SHALE INTERLAYERED WITH LAVA FLOWS",BEDDED-VOLCANOSEDIMENTARY,IRON ORE Sgp.(BONAI)
291,NOAMUNDI-JAMDA SECTOR,SARAMDAH-BHADRASAI,ORISSA,73,Mn,6.814 M.TONNES,LOW TO MEDIUM GRADE,TUFFACEOUS SHALE,BEDDED-VOLCANOSEDIMENTARY,BONAI Gp.
126,CHIRIA-MANOHARPUKUR SECTOR,NOTABURU,JHARKHAND,73,Fe(Hematite),31.25 M.TONNES,62% Fe,"BHJ,QTZT,PHYLLITE",STRATI FORM-SEDIMENTARY,IRON ORE GROUP
124,CHIRIA-MANOHARPUKUR SECTOR,NOTABURU,JHARKHAND,73,Fe(Hematite),50.0 M.TONNES,61%-64% Fe,"SHALE,BHQ",BEDDED-SEDIMENTARY,BONAI Gp.
290,NOAMUNDI-JAMDA SECTOR,ROIDA,ORISSA,73,Mn(Fe),1.91 M.TONNES(FOR ROIDA-KATSAI),26.11 % Mn,TUFFACEOUS SHALE,BEDDED-VOLCANOSEDIMENTARY,BONAI Gp.
288,NOAMUNDI-JAMDA SECTOR,MALANGTOLI,ORISSA,73,Fe (Hematite),708 M.TONNES,62%-64% Fe,"BHJ,SHALE",BEDDED-VOLCANOSEDIMENTARY,BONAI Gp.
112,BONAI-NOAMUNDI-JAMDA PROVINCE,BARAJAMDA,ORISSA,73,Fe(Hematite),0.91 M.TONNES,58%-63% Fe,"BHQ,SHALE INTERLAYERED WITH LAVA FLOW",BEDDED-VOLCANOSEDIMENTARY,IRON ORE Sgp.(BONAI)
289,NOAMUNDI-JAMDA SECTOR,NUIA,ORISSA (?),73,Fe (Hematite),32/ M.TONNES,59%-64% Fe,"SHALE,BMQ,TUFF,META VOLCANICS",BEDDED-VOLCANOSEDIMENTARY,BONAI Gp.
125,CHIRIA-MANOHARPUKUR SECTOR,CHIRIA,JHARKHAND,73,Fe(Hematite),2001 M.TONNES,62.17%-62.94% Fe,"BHJ,QTZT,QTZ.SCH1ST,PHYLLITE",BEDDED-SEDIMENTARY,IRON ORE GROUP
408,SINGBHUM BELT,PAHARDIHA,JHARKHAND,73,"Au (Pyrite,Galena)",OCCURRENCE,,"CHLORITE SCHIST,QUARTZITE",VEIN-DISCORDANT,SINGBHUM Gp.
109,BONAI-NOAMUNDI-JAMDA BELT,BARAIBURU,JHARKHAND,73,Fe(Hematite),119.96 M.TONNES,58%-64% Fe,"BFQ,SHALE",BEDDED-VOLCANOSEDIMENTARY,BONAI Gp.
110,BONAI-NOAMUNDI-JAMDA BELT,KARAMPADA,ORISSA,73 G,Fe(Hematite),493.5 M.TONNES,58%-62% Fe,"BHQ,SHALE",BEDDED-VOLCANOSEDIMENTARY,BONAI Gp.
108,BONAI-KEONJHAR RANGE BELT,NAOGOWN,ORISSA,73 G,Fe(Hematite),8.08 M.TONNES,63% Fe,"BHQ,SHALE INTERLAYERED WITH LAVA",BEDDED-VOLCANOSEDIMENTARY,BONAI Gp.
237,,RANIRAKOCHA-JUNOA,JHARKHAND,73,Cr,,30%-40% Cr2O3,GELATINOUS AND TALCOSE ULTRAMAFIC,PODIFORM,IRON ORE GROUP
111,BONAI-NOAMUNDI-JAMDA PROVINCE,AJITBURU MINES,JHARKHAND,73,Fe(Hematite),12.99 M.TONNES,59%-61% Fe,"BHQ,SHALE-INTERLAYERED WITH LAVA",BEDDED-VOLCANOSEDIMENTARY,BONAI Gp.
352,RANCHI-ADAR PARE PLATEAU,BOGRU HILL,JHARKHAND,73 A,Al (Bauxite),1.46 M.TONNES,53% Al203,LATERITE ON GNEISSES,RESIDUAL DEPOSIT,CHOTANAGPUR GNEISSIC COMPLEX
351,RANCHI-ADAR PARE PLATEAU,BANGROBAR,JHARKHAND,73 A,Al (Bauxite),"348,500 TONNES",53.61 % Al203,CAPPING ON DECCAN TRAP,RESIDUAL DEPOSIT,CHOTANAGPUR GNEISSIC COMPLEX
348,RANCHI PLATEAU PROVINCE,CHIROPATTOLI,JHARKHAND,73 A,Al (Bauxite),"580,000 TONNES",+40% Al203,LATERITE CAPPING ON GNEISSES,RESIDUAL DEPOSIT,CHOTANAGPUR GNEISSIC COMPLEX
311,PALAMOU-RANCHI PROVINCE,ORSAPAT,JHARKHAND,73 A,Al (Bauxite),OCCURRENCE,-,CAPPING ON SCHIST/GNEISSES,RESIDUAL DEPOSIT,CHOTANAGPUR GNEISSIC COMPLEX
353,RANCHI-ADAR PARE PLATEAU,GHUGROTOLLI,JHARKHAND,73 A,Al (Bauxite),"20,320 TONNES",58.16% Al203,CAPPING ON GNEISSES,RESIDUAL DEPOSIT,CHOTANAGPUR GNEISSIC COMPLEX
350,RANCHI-ADAR PARE PLATEAU,AMPTIPANI,JHARKHAND,73 A,Al (Bauxite),"125,000 TONNES",58.60% Al203(REFRACTORY GRADE),CAPPING ON SCHIST AND GNEISSES,RESIDUAL DEPOSIT,CHOTANAGPUR GNEISSIC COMPLEX
346,RANCHI PLATEAU PROVINCE,BHAGLATOLI AREA,JHARKHAND,73 A,Al (Bauxite),2.0 M.TONNES,32.14%-60.62% Al203,LATERITE CAPPING ON GNEISSES,RESIDUAL DEPOSIT,CHOTANAGPUR GNEISSIC COMPLEX
309,PALAMOU-RANCHI PROVINCE,CHIRO,JHARKHAND,73 A,Al (Bauxite),OCCURRENCE,-,CAPPING ON GNEISSES,RESIDUAL DEPOSIT,CHOTANAGPUR GNEISSIC COMPLEX
209,HESATHU-BELBATHAN BELT,BELBATHAN,JHARKHAND,72 P,Pb-Cu,-,-,TALC-TREMOLITE SCHIST,DISCORDANT VEINS,ENCLAVES IN CHOTANAGPUR GNEISSIC COMPLEX
399,SINGBHUM BELT,BAHARAGORA,JHARKHAND,73 J,Cu,3.88 M.TONNES,0.95 %Cu,"CHOLORITE SCHIST,Hb.SCHIST(META BASICS)",STRATABOUND-REMOBILISED,SINGBHUM Gp.
244,,TAMAKHUN,WEST BENGAL,73 J,Cu,0.11 M.TONNES,1.85% Cu,"SERICITE SCHIST,CHLORITE SCHIST",STRABOUND,IRON ORE Gp.
403,SINGBHUM BELT,KANYALUKA,,,Cu,OCCURRENCE,,"SCHISTS,SODAGRANITE",STRATABOUND(REMOBILISED),SINGBHUM Gp.
268,MUNGER BELT,KHARGPUR HILLS,JHARKHAND,72 L,Al (Bauxite),1.513 M.TONNES,44.9%-63.1% AI2O3,CAPPING ON SCHIST,RESIDUAL DEPOSIT,CHOTANAGPUR GNEISSIC COMPLEX
405,SINGBHUM BELT,MAINAJHARIA,JHARKHAND,73J,Cu,0.75 M.TONNES,1.0% Cu,BIOTITE-CHLORITE SCHIST,STRATABOUND(REMOBILISED),SINGBHUM Gp.
406,SINGBHUM BELT,MOSABONI,JHARKHAND,73J,Cu,17.57 M.TONNES,1.71% Cu,"BIOTITE-CHLORITE SCHIST,SODA GRANITE",STRATABOUND-REMOBILISED,SINGBHUM Gp.
398,SINGBHUM BELT,BADIA,JHARKHAND,73 J,Cu,,,SODA GRANITE-ALBITE SCHIST,STRATABOUND-REMOBILISED,SINGBHUM Gp.
411,SINGBHUM BELT,RAKHA,JHARKHAND,73J,Cu,54.39 M.TONNES,1.24% Cu,BIOTITE-CHLORITE SCHIST,STRATABOUND-REMOBILISED,SINGBHUM Gp.
409,SINGBHUM BELT,PATHARGORA,JHARKHAND,73J,Cu,2.53 M.TONNES,1.445 Cu,DHANJORI METAVOLCANICS(BIO-CHLO.SCHIST),STRATABOUND-REMOBILISED,SINGBHUM Gp.
414,SINGBHUM BELT,SURDA,JHARKHAND,73J,Cu,23.52 M.TONNES,1.21% Cu,BIOTITE-CHLORITE SCHIST,STRATABOUND-REMOBILISED,SINGBHUM Gp.
404,SINGBHUM BELT,KENDADIH,JHARKHAND,73J,Cu,14.82 M.TONNES,1.56% Cu,BIOTITE-CHLORITE SCHIST,STRATABOUND-REMOBILISED,SINGBHUM Gp.
191,GARUMAHISANI PROVINCE (RAIRANGPUR BELT),BETJHARAN,ORISSA,73 J,Fe(Ti-V),0.95 M.TONNES,"10.66% Ti02,1.0% V205",GABRO-ANORTHOSITE,CONCORDANT,-
402,SINGBHUM BELT,JADUGUDA,JHARKHAND,73J,U,NA (WORKING MINE),0.065% U308,"SCHIST,QUARTZITE,SODA GRANITE",SHEAR CONTROLLED,SINGBHUM Gp.
192,GARUMAHISANI PROVINCE (RAIRANGPUR BELT),BISAI,ORISSA,73 J,Fe(Ti-V),1.2 Mt FOR THE BELT,"TIO2-10-18%,V205-1 .00%",GABRO-ANORTHSITE,INTRUSSIVE-MAGMATIC,IRON ORE GROUP
410,SINGBHUM BELT,RAJDAH,JHARKHAND,73J,Cu,OCCURRENCE,,CHLORITE SCHIST,STRATABOUND-CONCORDANT,SINGBHUM Gp.
188,GARUMAHISANI PROVINCE,KUNDERKOCHA(POROJHARNA MINE),ORISSA,73 J,Au,4518 TONNES,19.48 g/t,CHERT AND TALC-CHLORITE SCHIST,STRATABOUND-REMOBILISED,GARUMAHISANI Gp.
187,GARUMAHISANI PROVINCE,DUBLABERA,ORISSA,73 J,Fe(TI-V),NOT AVAILABLE,NA,METAVOLCANICS-METASEDIMENTS,-,IRON ORE SUPER GROUP
407,SINGBHUM BELT,NANDUP,JHARKHAND,73J,Cu,4.0 M.TONNES INFERRED ( 1.77 MT WORKABLE),1.29% Cu,CHLORITE SCHIST,STRATABOUND-CONCORDANT,SINGBHUM Gp.
400,SINGBHUM BELT,BOYANBILL,JHARKHAND,73 J,Cu,2.82 M.TONNES,1.21% Cu,QUARTZ-CHLORITE SCHIST,STRATABOUND-CONCORDANT,SINGHBHUM Gp.
193,GARUMAHISANI PROVINCE (RAIRANGPUR BELT),KUMARDHUBI,ORISSA,73 J,Fe(Ti-V),1.2 M.TONNES,"10%-18% TIO2,1.0% V205",GABRO-ANORTHOSITE,CONCORDANT-MAGMATIC,-
412,SINGBHUM BELT,RAMCHANDRA PAHAR,JHARKHAND,73J,Cu,1.70 M.TONNES,1.5% Cu,Fe(Magnetite)-QUZ.-CHL.SCHIST(METABASITE),STRATABOUND-REMOBILISED,SINGBHUM Gp.
185,GARUMAHISANI PROVINCE,BHITARAMDA,ORISSA,73 J,Fe(Hematite),0.09 M.TONNES,+63% Fe,"BHQ,PHYLLITE WITH VOLCANICS",BEDDED-VOLCANOSEDIMENTARY,GARUMAHISANI Gp.
190,GARUMAHISANI PROVINCE,SULAIPET,ORISSA,73 J,Fe(Hematite),0.20 M.TONNES,+63% Fe,"BHQ,PHYLLITE WITH VOLCANICS",BEDDED-VOLCANOSEDIMENTARY,GARUMAHISANI Gp.
189,GARUMAHISANI PROVINCE,PURNAPANI,ORISSA,73 J,Fe(Hematite),-,+63% Fe,"BHQ,PHYLLITE WITH VOLCANICS",BEDDED-VOLCANOSEDIMENTARY,GARUMAHISANI Gp.
186,GARUMAHISANI PROVINCE,BHIYABASA,ORISSA,73 J,Fe(Hematite),0.06 M.TONNES,+65% Fe,"BHQ,PHYLLITE WITH VOLCANICS",BEDDED-VOLCANOSEDIMENTARY,GARUMAHISANI Gp.
79,BARAGANDA- PARASIA BELT,BARAGONDA,JHARKHAND,72 L,Cu(Pb-Zn),0.50 M.TONNES,2.31% Cu,"SCHISTS,CALC-MAGNASIAN ROCK,GRANITE",DISCORDANT ALONG SHEARS,CHOTANAGpUR GNEISSES
396,SINGBHUM BELT,LAWA,JHARKHAND,73 I,Au,,,"METASEDIMENTS,METABASICS",STRATABOUND,SINGBHUM Gp.
194,GARUMAHISANI PROVINCE (RAIRANGPUR BELT),RAIRANGPUR,ORISSA,73 J,Fe(Ti-V),-,-,GABRO-ANORTHOSITE,MAGMATIC,IRON ORE GROUP
210,HESATHU-BELBATHAN BELT,HESATU,JHARKHAND,731,Pb-Zn(Sb),ABANDONED MINE,-,TALC-TREMOLITE SCHIST & GRANULITE,DISCORDANT-HYDROTHERMAL VEINS,ENCLAVES IN CHOTANAGPUR GNEISSIC COMPLEX
397,SINGBHUM BELT,MYSERA,JHARKHAND,73I,Au,,,METASEDIMENTS-METAVOLCANICS,STRATABOUND,SINGBHUM Gp.
100,BIHAR MICA BELT,SIMANDUNA,JHARKHAND,72 H,Nb-Ta-Be,"60KgCOLUMBITE,TANTALITE","11.3%Ta205,61.5%Nb205",PEGMATITE,LENSOID BODY,BIHAR MICA BELT
401,SINGBHUM BELT,DHADKIDIH,JHARKHAND,73J,Cu,3.18 M.TONNES,1.42% Cu,CHLORITE SCHIST,STRATABOUND-REMOBILISED,SINGHBHUM Gp.
413,SINGBHUM BELT,SIDESHWAR,JHARKHAND,73J,Cu,38.80 M.TONNES,1.45 Cu,BIOTITE-CHLORITE SCHIST,STRATABOUND-REMOBILISED,SINGBHUM Gp.
416,SINGBHUM BELT,TURAMDIH,JHARKHAND,73J,Cu(U),17.85 M.TONNES,1.57% Cu,CHLORITE SCHIST,STRATABOUND-REMOBILISED,SINGBHUM Gp.
415,SINGBHUM BELT,TAMAPAHAR,JHARKHAND,73J,Cu,28.82 M.TONNES,1.11% Cu,"CHLORITE SCHIST,QTZ.SERICITE SCHIST",STRATABOUND-REMOBILISED,SINGBHUM Gp.
293,NORTH PURULIA SHEAR ZONE,BEKU,JHARKHAND,73 E,Rare Metal-Pollucite(Cs),OCCURRENCE,-,GRANITE PEGMATITE,PEGMATITIC,CHOTANAGpUR GNEISSES
95,BIHAR MICA BELT,ANDERKOLWA,JHARKHAND,72 H,Nb-Ta,1044 Kg RECOVERED,13%Ta205,PEGMATITE,LENSOID BODY,BIHAR MICA BELT
